"","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","ID"
"1917",20,"RL",72,11846,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",562,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1567,"Unf",0,225,1792,"GasA","Ex","Y","SBrkr",1792,0,0,1792,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2003,"Fin",3,874,"TA","TA","Y",206,49,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal",374000,1917
"1918",60,"RL",56,20431,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"GasA","Ex","Y","SBrkr",1848,880,0,2728,1,0,2,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd",2006,"Fin",3,706,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2006,"New","Partial",437154,1918
"1919",120,"RL",43,7052,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA","Ex","Y","SBrkr",1364,0,0,1364,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,484,"TA","TA","Y",192,36,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",185850,1919
"1920",120,"RL",48,5911,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",278,"Ex","TA","PConc","Ex","TA","No","GLQ",472,"Unf",0,1088,1560,"GasA","Ex","Y","SBrkr",1565,0,0,1565,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,556,"TA","TA","Y",196,56,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",282500,1920
"1921",120,"RL",48,6955,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1368,1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",202500,1921
"1922",120,"RL",48,6373,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",572,"Ex","TA","PConc","Ex","Gd","No","GLQ",415,"Unf",0,1251,1666,"GasA","Ex","Y","SBrkr",1666,0,0,1666,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,575,"TA","TA","Y",228,75,0,0,0,0,NA,NA,NA,0,6,2006,"New","Partial",310090,1922
"1923",120,"RL",NA,3136,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1405,1405,"GasA","Ex","Y","SBrkr",1405,0,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,478,"TA","TA","Y",148,36,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",171750,1923
"1924",20,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",28,"Unf",0,1288,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,397,"TA","TA","Y",100,0,0,23,0,0,NA,NA,NA,0,10,2006,"New","Partial",169990,1924
"1925",60,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,754,0,1492,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"Fin",2,440,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",169985,1925
"1926",60,"RL",58,17104,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",554,"Unf",0,100,654,"GasA","Ex","Y","SBrkr",664,832,0,1496,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",2,426,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",179665,1926
"1927",60,"RL",58,14054,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,879,879,"GasA","Ex","Y","SBrkr",879,984,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,660,"TA","TA","Y",100,17,0,0,0,0,NA,NA,NA,0,11,2006,"New","Partial",219210,1927
"1928",20,"RL",102,11660,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1326,1326,"GasA","Ex","Y","SBrkr",1326,0,0,1326,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2006,"Fin",2,427,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial",174190,1928
"1929",60,"RL",105,15578,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"TA",8,"Typ",0,NA,"Attchd",2006,"RFn",2,429,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial",172785,1929
"1930",60,"RL",96,11631,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",236,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1052,1052,"GasA","Ex","Y","SBrkr",1052,1321,0,2373,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,632,"TA","TA","Y",120,46,0,0,0,0,NA,NA,NA,0,6,2006,"New","Partial",258000,1930
"1931",60,"RL",75,9073,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,754,0,1492,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"Fin",2,440,"TA","TA","Y",100,32,0,0,0,0,NA,NA,NA,0,10,2006,"New","Partial",185101,1931
"1932",120,"RL",43,3087,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","TA","Av","GLQ",453,"Unf",0,767,1220,"GasA","Ex","Y","SBrkr",1364,0,0,1364,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,437,"TA","TA","Y",100,16,0,0,0,0,NA,NA,NA,0,11,2006,"New","Partial",210250,1932
"1933",120,"RL",NA,3196,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1273,1273,"GasA","Ex","Y","SBrkr",1456,0,0,1456,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",2,400,"TA","TA","Y",143,20,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",215000,1933
"1934",120,"RL",NA,2938,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","Av","GLQ",1038,"Unf",0,330,1368,"GasA","Ex","Y","SBrkr",1511,0,0,1511,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",2002,"Fin",2,398,"TA","TA","Y",130,30,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",246990,1934
"1935",120,"RM",NA,3072,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1375,1375,"GasA","Ex","Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,398,"TA","TA","Y",144,20,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",178740,1935
"1936",120,"RM",NA,3072,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","No","GLQ",1059,"Unf",0,306,1365,"GasA","Ex","Y","SBrkr",1548,0,0,1548,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2004,"Fin",2,388,"TA","TA","Y",143,20,0,0,0,0,NA,NA,NA,0,9,2006,"WD","Normal",225000,1936
"1937",120,"RL",43,3010,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1232,1248,"GasA","Ex","Y","SBrkr",1248,0,0,1248,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,438,"TA","TA","Y",108,0,0,0,0,0,NA,NA,NA,0,3,2006,"New","Partial",167240,1937
"1938",120,"RL",43,3010,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","TA","Gd","GLQ",16,"Unf",0,1126,1142,"GasA","Ex","Y","SBrkr",1142,0,0,1142,0,0,2,0,2,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,440,"TA","TA","Y",90,0,0,0,0,0,NA,NA,NA,0,6,2006,"New","Partial",156820,1938
"1939",120,"RL",43,3013,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ",16,"Unf",0,1346,1362,"GasA","Ex","Y","SBrkr",1506,0,0,1506,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,440,"TA","TA","Y",142,20,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",213490,1939
"1940",120,"RL",53,4045,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",45,"Gd","TA","PConc","Gd","TA","Av","GLQ",1070,"Unf",0,286,1356,"GasA","Ex","Y","SBrkr",1500,0,0,1500,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",3,648,"TA","TA","Y",161,20,0,0,0,0,NA,NA,NA,0,10,2006,"New","Partial",246578,1940
"1941",60,"RL",60,21930,"Pave",NA,"IR3","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,732,732,"GasA","Ex","Y","SBrkr",734,1104,0,1838,0,0,2,1,4,1,"TA",7,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,372,"TA","TA","Y",100,40,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",192140,1941
"1942",60,"RL",NA,7861,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"Fin",2,393,"TA","TA","Y",100,75,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",183200,1942
"1943",60,"RL",74,9056,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,707,707,"GasA","Ex","Y","SBrkr",707,707,0,1414,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,403,"TA","TA","Y",100,35,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal",178000,1943
"1944",60,"RL",59,9171,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,848,848,"GasA","Ex","Y","SBrkr",848,750,0,1598,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,433,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",201490,1944
"1945",60,"RL",106,11194,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,NA,NA,NA,0,11,2006,"WD","Normal",230500,1945
"1946",60,"RL",63,7875,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,783,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,393,"TA","TA","Y",0,75,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",180000,1946
"1947",60,"RL",NA,8121,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,953,953,"GasA","Ex","Y","SBrkr",953,711,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"RFn",2,460,"TA","TA","Y",100,40,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal",172400,1947
"1948",60,"RL",NA,8658,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",732,"Unf",0,250,982,"GasA","Ex","Y","SBrkr",1008,881,0,1889,0,0,2,1,3,1,"TA",9,"Typ",1,"TA","Attchd",2000,"Fin",2,431,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal",215000,1948
"1949",60,"RL",NA,11214,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,930,930,"GasA","Gd","Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1998,"Fin",2,431,"TA","TA","Y",89,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",199900,1949
"1950",60,"RL",58,10852,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,173,959,"GasA","Ex","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,472,"TA","TA","Y",0,38,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal",173000,1950
"1951",60,"RL",NA,12104,"Pave",NA,"IR1","Lvl","AllPub","FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1035,1035,"GasA","Gd","Y","SBrkr",1082,1240,0,2322,0,0,3,1,4,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"RFn",3,617,"TA","TA","Y",400,45,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial",287602,1951
"1952",60,"RL",66,8738,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,975,975,"GasA","Ex","Y","SBrkr",1005,1286,0,2291,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",1999,"Fin",2,429,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal",230000,1952
"1953",60,"RL",82,9452,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",423,"Gd","TA","PConc","Gd","TA","No","GLQ",1074,"Unf",0,322,1396,"GasA","Ex","Y","SBrkr",1407,985,0,2392,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",3,870,"TA","TA","Y",0,70,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",348000,1953
"1954",60,"RL",84,9660,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",242,"Gd","TA","PConc","Gd","TA","No","GLQ",791,"Unf",0,253,1044,"GasA","Ex","Y","SBrkr",1079,897,0,1976,1,0,2,1,3,1,"Gd",7,"Typ",1,"Ex","Attchd",1998,"Fin",3,885,"TA","TA","Y",210,31,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal",286000,1954
"1955",60,"RL",83,9545,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",322,"Gd","TA","PConc","Gd","TA","Mn","GLQ",505,"Unf",0,655,1160,"GasA","Ex","Y","SBrkr",1205,1029,0,2234,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2000,"RFn",3,768,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",300000,1955
"1956",60,"RL",78,12011,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,0,374,0,NA,NA,NA,0,6,2006,"WD","Normal",280000,1956
"1957",60,"RL",93,12090,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",650,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1141,1141,"GasA","Gd","Y","SBrkr",1165,1098,0,2263,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1998,"Fin",2,420,"TA","TA","Y",144,123,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Abnorml",258000,1957
"1958",60,"RL",83,10019,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Hip","CompShg","VinylSd","VinylSd","BrkFace",397,"Gd","TA","PConc","Gd","TA","No","ALQ",527,"Unf",0,815,1342,"GasA","Ex","Y","SBrkr",1358,1368,0,2726,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd",1995,"RFn",3,725,"TA","TA","Y",307,169,168,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",350000,1958
"1959",60,"RL",114,17242,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,1993,1994,"Hip","CompShg","MetalSd","MetalSd","BrkFace",738,"Gd","Gd","PConc","Ex","TA","Gd","Rec",292,"GLQ",1393,48,1733,"GasA","Ex","Y","SBrkr",1933,1567,0,3500,1,0,3,1,4,1,"Ex",11,"Typ",1,"TA","Attchd",1993,"RFn",3,959,"TA","TA","Y",870,86,0,0,210,0,NA,NA,NA,0,5,2006,"WD","Normal",584500,1959
"1960",60,"RL",92,10120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1994,"Hip","CompShg","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",0,425,1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,844,"TA","TA","Y",309,78,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal",290000,1960
"1961",60,"RL",NA,12585,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1993,"Gable","CompShg","HdBoard","ImStucc","BrkFace",420,"Gd","TA","PConc","Gd","TA","No","LwQ",247,"GLQ",1039,0,1286,"GasA","Ex","Y","SBrkr",1565,1234,0,2799,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"Fin",3,704,"TA","TA","Y",432,136,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal",315000,1961
"1962",60,"RL",75,12447,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","RRAn","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","CemntBd","CmentBd","Stone",192,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","SBrkr",1116,848,0,1964,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,760,"TA","TA","Y",200,70,0,0,0,0,NA,NA,NA,0,1,2006,"New","Partial",252000,1962
"1963",20,"RL",49,15218,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Ex","Gd","No","GLQ",1562,"Unf",0,108,1670,"GasA","Ex","Y","SBrkr",1670,0,0,1670,1,0,2,1,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",3,928,"TA","TA","Y",0,240,200,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",336820,1963
"1964",20,"RL",85,10182,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",0,440,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",2,500,"TA","TA","Y",322,50,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial",290000,1964
